rank,name,platform,year,genre,publisher,na_sales_m,eu_sales_m,jp_sales_m,other_sales_m,global_sales_m
3630,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3631,Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55
3632,Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55
3633,Metro 2033,X360,2010,Shooter,THQ,0.22,0.24,0.03,0.05,0.55
3634,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.51,0.0,0.0,0.04,0.55
3635,American Idol,PS2,2003,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55
3636,Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0.0,0.04,0.55
3637,Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55
3638,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
3639,LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.32,0.0,0.1,0.54
3640,Iron Man,PS2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.54
3641,SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.48,0.54
3642,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54
3643,NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54
3644,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0.0,0.02,0.54
3645,FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.16,0.35,0.0,0.04,0.54
3646,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0.0,0.0,0.54,0.0,0.54
3647,Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54
3648,Excite Truck,Wii,2006,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54
3649,Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54
3650,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54
3651,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
3652,ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
3653,Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54
3654,Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54
3655,Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,0.08,0.33,0.01,0.11,0.54
3656,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54
3657,Front Mission 4,PS2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
3658,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.39,0.14,0.0,0.01,0.54
3659,LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.15,0.3,0.0,0.09,0.54
3660,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54
3661,Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54
3662,Minecraft: Story Mode,XOne,2015,Adventure,Mojang,0.29,0.21,0.0,0.05,0.54
3663,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.54
3664,Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54
3665,SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54
3666,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54
3667,Action Force,2600,1982,Action,CPG Products,0.5,0.03,0.0,0.01,0.54
3668,Gauntlet Legends,N64,1999,Action,Midway Games,0.43,0.1,0.0,0.01,0.54
3669,FIFA 99,N64,1998,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54
3670,Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54
3671,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54
3672,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.54
3673,Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
3674,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54
3675,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54
3676,Let's Draw!,DS,2008,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54
3677,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54
3678,NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54
3679,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.16,0.18,0.09,0.54
3680,Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.21,0.0,0.05,0.54
3681,Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54
3682,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,0.54
3683,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.29,0.01,0.11,0.54
3684,Cars 2,PS3,2011,Racing,Disney Interactive Studios,0.22,0.23,0.0,0.09,0.54
3685,Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.39,0.14,0.0,0.01,0.54
3686,How to Train Your Dragon,DS,2010,Action,Activision,0.32,0.17,0.0,0.05,0.54
3687,SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54
3688,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.14,0.0,0.05,0.54
3689,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54
3690,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54
3691,Star Fox Command,DS,2006,Shooter,Nintendo,0.39,0.01,0.1,0.04,0.54
3692,World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54
3693,ESPN NBA Basketball,PS2,2003,Sports,Sega,0.26,0.21,0.0,0.07,0.54
3694,Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
3695,Over the Hedge,PS2,2006,Platform,Activision,0.45,0.02,0.0,0.07,0.54
3696,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0.0,0.04,0.54
3697,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54
3698,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.17,0.0,0.04,0.54
3699,Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54
3700,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.54
3701,The Hobbit,PS2,2003,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54
3702,War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54
3703,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,0.54
3704,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54
3705,Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.37,0.0,0.04,0.54
3706,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0.0,0.0,0.53,0.0,0.53
3707,Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53
3708,Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53
3709,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
3710,NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53
3711,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0.0,0.0,0.04,0.53
3712,Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
3713,Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53
3714,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53
3715,Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53
3716,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,Unknown,0.38,0.14,0.0,0.01,0.53
3717,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53
3718,007 Racing,PS,2000,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53
3719,Conflict: Vietnam,PS2,2004,Shooter,SCi,0.26,0.2,0.0,0.07,0.53
3720,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.4,0.11,0.0,0.02,0.53
3721,Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.18,0.0,0.33,0.02,0.53
3722,SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53
3723,MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53
3724,Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53
3725,NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53
3726,Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53
3727,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53
3728,LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
3729,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0.0,0.04,0.53
3730,Virtual Soccer,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53
3731,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
3732,Winning Post,SNES,1993,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
3733,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53
3734,SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53
3735,Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
3736,Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53
3737,FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.26,0.02,0.14,0.53
3738,Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53
3739,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53
3740,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53
3741,The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53
3742,NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
3743,Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.2,0.27,0.02,0.05,0.53
3744,Spider-Man,N64,2000,Action,Activision,0.43,0.09,0.0,0.01,0.53
3745,We Cheer,Wii,2008,Simulation,505 Games,0.48,0.0,0.0,0.04,0.53
3746,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.1,0.0,0.08,0.53
3747,X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53
3748,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.27,0.21,0.0,0.05,0.53
3749,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.5,0.0,0.0,0.03,0.53
3750,Front Mission 2,PS,1997,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.53
3751,Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53
3752,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53
3753,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.2,0.0,0.05,0.53
3754,Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0.0,0.1,0.53
3755,Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0.0,0.0,0.04,0.53
3756,F1 2009,PSP,2009,Racing,Codemasters,0.08,0.29,0.0,0.16,0.53
3757,Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53
3758,The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53
3759,Juiced,PS2,2005,Racing,THQ,0.26,0.2,0.0,0.07,0.53
3760,The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53
3761,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.2,0.0,0.13,0.53
3762,J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
3763,Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.48,0.01,0.0,0.04,0.53
3764,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.17,0.0,0.08,0.53
3765,Picross 3D,DS,2009,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53
3766,Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53
3767,Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.16,0.04,0.1,0.53
3768,NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0.0,0.0,0.53
3769,Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53
3770,Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0.0,0.0,0.49,0.03,0.53
3771,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,0.26,0.2,0.0,0.07,0.53
3772,Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52
3773,Seaman,DC,1999,Simulation,Sega,0.0,0.0,0.52,0.0,0.52
3774,Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52
3775,The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52
3776,GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52
3777,Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52
3778,Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.37,0.11,0.0,0.04,0.52
3779,Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.37,0.0,0.07,0.52
3780,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.45,0.04,0.0,0.04,0.52
3781,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52
3782,The Golden Compass,PS2,2007,Action,Sega,0.13,0.0,0.0,0.39,0.52
3783,Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52
3784,NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52
3785,Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52
3786,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.44,0.04,0.0,0.04,0.52
3787,Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
3788,We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52
3789,NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52
3790,Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52
3791,NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52
3792,DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.12,0.0,0.06,0.52
3793,Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,0.29,0.2,0.0,0.03,0.52
3794,Mega Man 6,NES,1993,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
3795,Mission: Impossible,PS,1999,Action,Infogrames,0.29,0.2,0.0,0.03,0.52
3796,Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52
3797,Rival Schools: United By Fate,PS,1998,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52
3798,Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.29,0.0,0.06,0.52
3799,IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.24,0.0,0.05,0.52
3800,PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0.26,0.15,0.01,0.1,0.52
3801,Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0.0,0.11,0.52
3802,Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,0.46,0.02,0.0,0.03,0.52
3803,Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.0,0.09,0.52
3804,Swing Away Golf,PS2,2000,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52
3805,J-League Pro Soccer Club o Tsukurou! 3,PS2,2003,Sports,Sega,0.0,0.0,0.52,0.0,0.52
3806,Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
3807,Ratatouille,Wii,2007,Action,THQ,0.44,0.04,0.0,0.04,0.52
3808,Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52
3809,Gun,XB,2005,Shooter,Activision,0.38,0.12,0.0,0.02,0.52
3810,That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52
3811,Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
3812,Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52
3813,The Punisher,PS2,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52
3814,Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52
3815,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52
3816,SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52
3817,Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52
3818,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52
3819,Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.48,0.0,0.0,0.04,0.52
3820,Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
3821,The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52
3822,Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.52
3823,NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0.0,0.02,0.52
3824,NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52
3825,Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52
3826,My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51
3827,Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
3828,Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51
3829,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51
3830,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51
3831,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0.0,0.04,0.51
3832,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51
3833,Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.25,0.0,0.09,0.51
3834,International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
3835,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51
3836,HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0.0,0.07,0.51
3837,StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.18,0.29,0.0,0.04,0.51
3838,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51
3839,SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51
3840,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.21,0.0,0.05,0.51
3841,Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.17,0.23,0.02,0.09,0.51
3842,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51
3843,Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.21,0.0,0.05,0.51
3844,Jam With the Band,DS,2008,Misc,Nintendo,0.0,0.0,0.51,0.0,0.51
3845,Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51
3846,Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51
3847,Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51
3848,Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0.0,0.03,0.51
3849,NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51
3850,Sega Bass Fishing,Wii,2008,Sports,Sega,0.46,0.01,0.0,0.04,0.51
3851,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
3852,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.01,0.3,0.02,0.51
3853,"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.37,0.14,0.0,0.01,0.51
3854,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.09,0.02,0.04,0.51
3855,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0.0,0.01,0.51
3856,Wrecking Crew,NES,1985,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51
3857,International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51
3858,Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51
3859,Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0.0,0.05,0.51
3860,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.24,0.19,0.0,0.08,0.51
3861,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.45,0.02,0.0,0.04,0.51
3862,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.23,0.0,0.09,0.51
3863,NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51
3864,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0.0,0.0,0.48,0.03,0.51
3865,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0.0,0.01,0.51
3866,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0.0,0.04,0.51
3867,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51
3868,R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
3869,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,0.51
3870,Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.28,0.0,0.15,0.51
3871,LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0.0,0.05,0.51
3872,Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
3873,Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51
3874,NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51
3875,Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.18,0.21,0.0,0.12,0.51
3876,Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.27,0.19,0.01,0.04,0.51
3877,NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.47,0.01,0.0,0.03,0.51
3878,World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0.0,0.02,0.51
3879,The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51
3880,Final Fantasy,WS,2000,Role-Playing,SquareSoft,0.0,0.0,0.51,0.0,0.51
3881,Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.05,0.0,0.04,0.51
3882,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.24,0.0,0.08,0.51
